"uuid","name","description","class","shortname","child.1","child.2","child.3","child.4","child.5","child.6","child.7","child.8","child.9","child.10","child.11","child.12","child.13","child.14","child.15","child.16","child.17","child.18","child.19","child.20","child.21","child.22","child.23","child.24","child.25","child.26","child.27","child.28","child.29","child.30","child.31","child.32","child.33","child.34","child.35","child.36","child.37","child.38","child.39","child.40","child.41","child.42","child.43","child.44","child.45","child.46","child.47","child.48","child.49","child.50","child.51","child.52","child.53","child.54","child.55","child.56","child.57","child.58","child.59","child.60","child.61","child.62","child.63","child.64","child.65","child.66","child.67","child.68","reference-term-source","reference-term-code","reference-term-relationship"
"86f19ef0-9b94-4502-b788-5da38d7ea6ac","Referral Form",,"Misc","Referral Form","Referral Form, Doctors Name","Referral Form, Health Center","Referral Form, Summary","Referral Form, Referral Follow up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"cde69038-07f5-4d4d-adba-0e513ad5be43","Sickle Cell Disease History",,"Misc","History","Age at onset","Blood transfusion","Jaundice","Pain Crisis","Pain crisis Frequency in past 3 months","Hospitalisation","SCD detected","Default","Whether on Hydroxyurea","Sickle Cell Disease, Sibling Death","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"79b3d51a-18a9-4e88-beb2-d2f6829d4704","Sickle Cell Disease, Pain",,"Misc","Pain","Abdominal pain","Abdominal pain Frequency","Chest Pain","Chest Pain Frequency","Joint / Bone  Pain","Joint / Bone Pain Frequency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"bb17cca8-1814-4ab4-a530-6a96ff006e5d","Sickle Cell Disease Symptoms",,"Misc","Symptoms","Sickle Cell Disease, Pain","Sickle Cell Disease, Complications","Sickle Cell Disease, Others Complications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"cdcd6cbc-2c1a-4023-8bcb-5ea293963927","Sickle Cell Disease Examination",,"Misc","Examination","Pallor","Icterus","Spleen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"94e364d3-b30a-4f44-8a60-1eeff5a6b204","Sickle Cell Disease Intake Template",,"Misc","Sickle Cell Disease - Intake","Sickle Cell Disease History","Sickle Cell Disease Symptoms","Sickle Cell Disease Examination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"79b3d51a-18a9-4e88-beb2-d2f6829d4704","Sickle Cell Disease, Pain",,"Misc","Pain","Abdominal pain","Abdominal pain Frequency","Chest Pain","Chest Pain Frequency","Joint / Bone  Pain","Joint / Bone Pain Frequency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"bb17cca8-1814-4ab4-a530-6a96ff006e5d","Sickle Cell Disease Symptoms",,"Misc","Symptoms","Sickle Cell Disease, Pain","Sickle Cell Disease, Complications","Sickle Cell Disease, Others Complications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"cdcd6cbc-2c1a-4023-8bcb-5ea293963927","Sickle Cell Disease Examination",,"Misc","Examination","Pallor","Icterus","Spleen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e7db1023-72b8-41e4-b1e4-612e6f92be48","Sickle Cell Disease Followup Template",,"Misc","Sickle Cell Disease - Followup","Sickle Cell Disease Symptoms","Sickle Cell Disease Examination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"31569da3-feb6-446f-8f2c-c5a03269f86a","CBNAAT Prospective Study – Q1 Template",,"Misc","CBNAAT Prospective Study – Q1","CBNAAT Testing Centre","CBNAAT Sample","CBNAAT HIV Status","CBNAAT Diabetes Status","Has your patient previously been treated for TB","When are you requesting this CBNAAT","Are you also requesting smear-microscopy as well as this CBNAAT","Purpose of CBNAAT,I am using this CBNAAT to","CBNAAT, Are you","CBNAAT, Do you consider your patient","CBNAAT, Is your patient","When was the sample for this CBNAAT taken","When did this patient present to JSS with symptoms of possible TB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"de513fb3-414c-4ccb-b0cb-e3ae72afbd1f","CBNAAT Prospective Study – Q2 Template",,"Misc","CBNAAT Prospective Study – Q2","Was CBNAAT - 1","Was CBNAAT Result","Following this CBNNAT result will you","Following this CBNNAT result will your patient - 2","Are you now","Are you currently planning to request additional tests to diagnose TB","Are you currently planning to request additional tests to make an alternative diagnosis to TB","Overall CBNAAT was useful in guiding the management of this patient","Why was CBNAAT useful?","When did you see this CBNAAT result","Any other comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"fcd288f0-d77d-465c-9227-0b15f0092d1b","Wagner Megitt Classification Left",,"Misc","Left","Left Foot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"eddaaeea-cdfb-4333-8196-0327c546e394","Wagner Megitt Classification Right",,"Misc","Right","Right Foot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"8cab2b73-33b9-477f-aeaf-c3f07a8bbd75","Wagner Megitt Classification",,"Misc",,"Wagner Megitt Classification Left","Wagner Megitt Classification Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"453f4aa9-1da7-4dd5-97df-df6111e2d39f","Sensory Neuropathy Testing in Left",,"Misc","Left","1st Metatarsal Head Left","2nd Metatarsal Head Left","5th Metatarsal Head Left","Plantar Surface of Distal Hallux Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"dfb788cc-a6be-4687-9d80-5a5b239fb914","Sensory Neuropathy Testing in Right",,"Misc","Right","1st Metatarsal Head Right","2nd Metatarsal Head Right","5th Metatarsal Head Right","Plantar Surface of Distal Hallux Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"40e5ceef-c60e-4d1d-b410-b3f49403cfc4","Sensory Neuropathy Testing by 10 g Monofilament",,"Misc",,"Sensory Neuropathy Testing in Left","Sensory Neuropathy Testing in Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"bd50b18c-704a-444b-85c9-96de0910ff0e","Vibration Sensation in Left",,"Misc","Left","Vibration Sensation Status Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"0ad177f9-b9c9-4cf9-88ca-34f78ca55a5d","Vibration Sensation in Right",,"Misc","Right","Vibration Sensation Status Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"330352a5-4536-4684-a7e4-a30ff2e9645b","Vibration Sensation Using 128 Hz Tuning Forks over tip of great toe",,"Misc",,"Vibration Sensation in Left","Vibration Sensation in Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c8c4907d-23dd-4910-9384-0f6d17cc7c9c","Ankle Reflex in left",,"Misc","Left","Ankle Reflex Status Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f50a0473-1873-4ae9-b6f1-60cfb5fc51a2","Ankle Reflex in right",,"Misc","Right","Ankle Reflex Status Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ef2ee2af-854c-47bc-9038-151b5dc9029b","Ankle Reflex",,"Misc",,"Ankle Reflex in left","Ankle Reflex in right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"39f0a664-8f99-4efa-8d89-4eb16b369d91","Neurological Assessment",,"Misc",,"Sensory Neuropathy Testing by 10 g Monofilament","Vibration Sensation Using 128 Hz Tuning Forks over tip of great toe","Ankle Reflex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"7d077a92-afce-4640-9931-2dc927a775cc","Pinprick Sensation in Left",,"Misc","Left","Pinprick Sensation Status Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a899ddab-2a2f-496f-b8e9-dfa8c38642ae","Pinprick Sensation in Right",,"Misc","Right","Pinprick Sensation Status Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"790c80de-d0d1-46a7-9f63-415aa4f33c98","Pinprick Sensation Over Dorsum of Toe",,"Misc",,"Pinprick Sensation in Left","Pinprick Sensation in Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4200bee5-167f-4135-bfb1-756564df3183","Vascular assessment in left",,"Misc","Left","Dorsalis Pedis Artery Left","Ankle systolic pressure Left","Brachial systolic pressure Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"597fc138-15cc-4a4a-b486-811e7fc2749c","Vascular assessment in right",,"Misc","Right","Dorsalis Pedis Artery Right","Ankle systolic pressure Right","Brachial systolic pressure Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3a0391d1-2a7e-489a-a3eb-f786b9f868bc","Vascular Assessment",,"Misc",,"Vascular assessment in left","Vascular assessment in right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2686a3db-f7cd-48ae-8a8d-53e9ccb13333","Musckuloskeletal Assesment Left",,"Misc","Left","Skin Color / Cracking / Sweating Left","Claw Toes / Hammer Toes Left","Charcoat Joint Left","Muscle Wasting (guttering between muscles) left","Calluses Left","Blisters Left","Nail Infection Left","Prominent Metatarsal Head Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e87bd4d0-65ff-4f60-9573-1789c26f0862","Musckuloskeletal Assesment Right",,"Misc","Right","Skin Color / Cracking / Sweating Right","Claw Toes / Hammer Toes Right","Charcoat Joint Right","Muscle Wasting (guttering between muscles) right","Calluses Right","Blisters Right","Nail Infection Right","Prominent Metatarsal Head Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e7c78473-b5f2-4fe8-9db0-f81fea9ed594","Musculoskeletal Assesment",,"Misc",,"Musckuloskeletal Assesment Left","Musckuloskeletal Assesment Right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b1359998-34c2-4621-bdf9-c0b4a17778ad","Diabetic Foot Study Template",,"Misc","Diabetic Foot Study","Diabetic Foot Study, Duration of DM","Use of Insulin","History of Smoking","Positive Symptoms(Burning/Tingling/Shooting /Sharp Sensation) Sensation in feet","Negative Symptoms(Numbness/feels/feet dead)","Use of MCR Sandals at present","Diabetic Foot Study, Duration of Use of MCR Sandals","No of Total Amputations","Wagner Megitt Classification","Neurological Assessment","Pinprick Sensation Over Dorsum of Toe","Vascular Assessment","Musculoskeletal Assesment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c0311b4e-78d1-4d18-9efa-13ce8336e245","OB USG Template",,"Misc",,"Consultation Images","OB USG Date","OB USG Gestation Age","OB USG Placenta","OB USG Liqur","OB USG Fetus","OB USG Status","OB USG FHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3c23e3f2-8587-4244-8b64-73e3a2515a76","Death Template",,"Misc",,"Date and Time of Death","Place Of Death","Immediate Cause","Underlying Disease","Associated Conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6c137b4d-b405-459b-a18a-dd53c74d44bb","ECG Report",,"Misc",,"Consultation Images","ECG Report Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f4698209-b1cd-4fe1-ba27-e09a46b691e9","Spirometry Report",,"Misc",,"Consultation Images","Spirometry Report Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f0b0f502-1dcb-4ea1-9712-5a7826eb2c85","Birth Information",,"Misc",,"Birth Sex of Baby","Birth Time","Birth Weight","Birth Alive/ Dead","Apgar - Score (X/10)","Birth Condition of Baby at Birth","Birth Any Congenital Abnormallities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2c92bec4-9b30-40f7-ac8a-c40edacfbf92","Birth Template",,"Misc",,"Birth Booked/ Unbooked","Birth Date of Delivery","Birth Village program (Yes / No)","Birth Gravida","Birth Gestational Age (Week/Month)","Birth Type of Delivery","Risk Factors (Complication/Prenatal Diagnosis)","Birth Number of Babies","Birth Information","Conducted By","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b8da460e-2582-4631-832f-079a203e2571","Community Program Referral Form",,"Misc",,"Community Program Referral Form Referred By","Community Program Referral Form Referred By 2","Community Program Referral Form Reason Of Referral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"59e70b8a-8722-4a85-b172-b53d7637c063","Pain Study Intevention Data",,"Concept Details","Intevention","Pain Study Intevention List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"35da0221-7611-4b78-bb09-1812d81746c2","Pain Study Template",,"Misc","Pain Study","Pain Study History and Examination","Pain Study Diagnosis","Pain Study VAS Pre Procedure","Pain Study Intevention Data","Pain Study Intevention","Pain Study Treatment Advise","Pain Study Followup Date","Pain Study VAS Post Procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f47713d2-e349-11e3-983a-91270dcbd3bf","Systolic Data",,"Concept Details","Systolic","Systolic","Systolic Abnormal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f479522f-e349-11e3-983a-91270dcbd3bf","Diastolic Data",,"Concept Details","Diastolic","Diastolic","Diastolic Abnormal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b72ac5e3-7370-44a1-9cbf-70614c8f2530","Medical Complicated Pregnancy Intake Template",,"Misc","Medical Complicated Pregnancy - Intake","Marital Status","Gravida","Parity","Live Births","Abortion","ANC Death","No. of ANC Visits","Registered","Fully Immunised","LMP","ANC, Estimated Date of Delivery","No. of Hospital Deliveries","No. of Home Deliveries","H/o Blood Transfusion","Danger sign and Symptoms","Any Other Specific Sign and Symptoms","Decrease Fetal Movement","PV Beeding Leakage","Any complications in previous pregnancy","Any complications in previous pregnancy (if any mention)","Present Pregnancy with Diagnosed Complications","Systolic Data","Diastolic Data","PR","RR","Temp","Pallor","Present Pregnancy complications Edema","Icterus","ANC, Fundal Height","Corresponds to gestational age","ANC, Fetal Heart Sound","LIE","Presentation","Treatment Recevied at JSS During Pregnancy","Treatment Taken/Ongoing For Any Specific Disease","Mode Of Delivery","Assisted Vaginal Delivery","Resuscitation Required","Any Complications","Juhi Thesis LBW","Apgar Score 1st Min","Apgar Score 5th Min","Days of hospitalization/ ICU care","Antibiotics given","Juhi Thesis Maternal Outcome","","","","","","","","","","","","","","","","","","","","","","",,,
"6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed","Symptoms with Durations",,"Misc",,"Empyema Cough","Empyema Fever","Empyema Chest Pain","Empyema Dyspnea","Empyema Others (If Any)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a9a1527f-8465-438a-9772-8a546879acef","Investigations Outside",,"Misc",,"Investigations Outside CXR","Investigations Outside CT","Investigations Outside Culture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"bf534522-3111-4886-aaf1-a0d458e0d80a","Treatment Outside",,"Misc",,"Treatment Outside Antibiotics","Treatment Outside Aspiration","Treatment Outside ICD","Treatment Outside Surgery","Treatment Outside Duration of Treatment","Treatment Outside Summary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"43d2a28e-25ed-4665-a7ad-ca8bd6f00691","Findings Outside",,"Misc",,"Findings Outside HB","Findings Outside TLC","Findings Outside DLC","Findings Outside ESR","Findings Outside Platelets","Findings Outside Sputum Gram Stain","Findings Outside Zn Stain","Findings Outside Culture","Findings Outside Pleural Tap Protein","Findings Outside Sugar","Findings Outside Total Count","Findings Outside Differential Count","Findings Outside Gram","Findings Outside Zn","Findings Outside Microorganism","Findings Outside CBNAAT","Findings Outside Others (ADA)","Findings Outside X-Ray Findings","Findings Outside CT Findings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"fcccc2c5-50f4-4a44-91cf-cc06b67d0c8e","Any Prior Pathology",,"Misc",,"Any Prior Pathology Pneumonia","Any Prior Pathology Lung Abscess","Any Prior Pathology Bronchitis","Any Prior Pathology Laryngitis","Any Prior Pathology TB Lung","Any Prior Pathology Asthma","Any Prior Pathology Hydatid","Any Prior Pathology Liver Abscess","Any Prior Pathology Others","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f469bd37-e349-11e3-983a-91270dcbd3bf","Pulse Data",,"Concept Details","Pulse","Pulse","Pulse Abnormal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f48634c5-e349-11e3-983a-91270dcbd3bf","SPO2 Data",,"Concept Details","SPO2","SPO2","SPO2 Abnormal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"7064d9f5-1254-43e6-b4e7-e38aefc44188","Findings at JSS Vitals",,"Misc","Vitals","Temp","Systolic","Diastolic","Pulse Data","Respiratory Rate","SPO2 Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"489f807d-136b-49ee-9792-dd3df386fa4c","Findings at JSS",,"Misc",,"Findings at JSS Vitals","Findings at JSS Percussion","Findings at JSS Chest Auscultation","Findings at JSS Hepatomegaly/Splenomegaly","Findings Outside HB","Findings Outside TLC","Findings Outside DLC","Findings Outside Platelets","Findings Outside ESR","Findings Outside Sputum Gram Stain","Findings Outside Zn Stain","Findings Outside Culture","Findings Outside Pleural Tap Protein","Findings Outside Sugar","Findings Outside Total Count","Findings Outside Differential Count","Findings Outside Gram","Findings Outside Zn","Findings Outside Microorganism","Findings Outside CBNAAT","Findings Outside Others (ADA)","Findings Outside X-Ray Findings","Findings Outside CT Findings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d0512fcb-65c4-403d-a04d-862e3f1c5bd6","Hospital Stay",,"Misc",,"After how many days of treatment temp became normal","After how many days oxygen requirement decreased","When Breathlessness improved","When chest pain decreased","When ICD drainage became nil","After how many days ICD removed","Any complications observed","Hospital Stay Was decortication necessary and reason there of","Outcome of decortication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c9942839-1f9e-4da1-ae41-77ffbeee7275","Complications",,"Misc",,"Broncopleural Fistula","Complications Pyopneumothorax","Trapped Lung","Secondary Scoliosis","Osteomvelitis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264","Treatment  Antibiotics",,"Misc","Treatment","Antibiotics Given IV","Antibiotics Given Oral","Duration IV","Duration Oral","Change in Antibiotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a874f574-772f-43f5-8533-d3524d892e9c","Breathing Problems",,"Misc",,"Breathing Problems Cough","Degree of Dyspnea","Recurrent Respiratory Illness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"43de78fa-e942-4a0b-96f0-4f49ccfe3294","Physical problem related to chest problems",,"Misc",,"Easy Tiredness/ Exhausted","Waking up in night / early morning with breathing difficulty","Need to rest frequently","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"5b529810-3565-4598-89aa-675f840ebf22","Emotion related to chest problems",,"Misc",,"Depressed","Feeling dependent on others","Upset by too much sympathy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c8efab85-1789-4f12-9ca7-40d543c4ccef","Problem with general activities",,"Misc",,"Unable to do daily activities","Less pleasure in one’s daily activities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ba5bccac-666c-459f-8ff7-02fc7d2f058a","Daily and domestic activities",,"Misc",,"Going upstairs","Running","Lifting heavy objects","Washing yourself","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"918ced5c-5037-4854-a111-31ed0e8c06a8","Social activity/ relationships and sexuality",,"Misc",,"Attending private functions","Visiting Friends/ Relatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"078b240a-9af6-4059-a78c-c6eb3aa25237","Follow Up Details",,"Misc",,"Breathing Problems","Physical problem related to chest problems","Emotion related to chest problems","Problem with general activities","Situations trigger / enhance breathing problems","Daily and domestic activities","Social activity/ relationships and sexuality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e86ffe4c-0fc4-4ab1-a2a3-2b38e4b98851","Proforma for Descriptive Study On Empyema",,"Misc",,"Date of Diagnosis","Date of Last F/u","Comorbidity","Side of Lung Involved","Symptoms with Durations","Signs","Investigations Outside","Treatment Outside","Findings Outside","Associated with TB","Any Prior Pathology","Findings at JSS","Surgicals Details","HPE","Tissue CBNAAT (If Any)","Hospital Stay","Complications","Treatment  Antibiotics","Total Cost of Care","At JSS Prior Treatment","Follow Up Details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2c7453d1-939d-47f6-9487-c35dce4987f6","ASSESSING SEVERITY OF STENOSIS MILD",,"Misc","Mild","Numbness/pain in the thigh down to the calves/shin","Numbness/pain increases in intensity after walking for a while but relieved on taking rest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"1fab21e8-6366-481d-bf92-aefbe27168b7","ASSESSING SEVERITY OF STENOSIS MODERATE",,"Misc","Moderate","Standing for a while brings on numbness/pain in the thighs down to the calves and shin","Numbness/pain reduced on bending forward","Numbness present in both legs","Numbness present in soles of both feet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b4ae54d5-d313-4c77-8faa-e4fff12f0c07","ASSESSING SEVERITY OF STENOSIS SEVERE",,"Misc","Severe","Numbness arises around the buttocks","Numbness present but pain absent","Burning sensation arises around buttocks","Walking nearly causes urination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4df22787-d0c2-4ba5-908c-0af5f194428a","ASSESSING SEVERITY OF STENOSIS",,"Misc","Assessing Severity Of Stenosis","ASSESSING SEVERITY OF STENOSIS MILD","ASSESSING SEVERITY OF STENOSIS MODERATE","ASSESSING SEVERITY OF STENOSIS SEVERE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b10e5c69-d1d3-429c-89f2-f332a8a731a6","Clinical Examination Protocol for Low Back Ache",,"Misc",,"Assume Forward Bending Position","Assume Backward Bending Position","SLR","FABER","FAIR","Gaenslen’s Test","Compression-Distraction Test","Elicit Tenderness At","Do McKienzie’s Manoeuvre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
