concept,conceptuuid,conceptanswer,conceptansweruuid
HTN heart condition,4493df25-b623-4c00-a5de-69fc2258f262,Normal ECG findings,5837770f-df6e-45f3-8f17-acc1dee69231
Ausculting heart sounds,be7b1b25-d89a-4898-b375-8427df76c7b7,Not auscultated for heart sound,64d5cbf0-e728-4a85-b7b7-182dbf8ca6a1
Ausculting heart sounds,be7b1b25-d89a-4898-b375-8427df76c7b7,Normal sound,1881d2a4-4ce5-4973-8550-ad589008f4cf
Ausculting heart sounds,be7b1b25-d89a-4898-b375-8427df76c7b7,Abnormal sound,5ee2b3e4-b75c-4ba8-bed6-866cd1d30ef5
Right eye examination,14351fb8-f946-4557-b846-a486b459b9f6,Abnormal vision,e169f4b7-1739-4de4-952d-522167671cf7
Right eye examination,14351fb8-f946-4557-b846-a486b459b9f6,Normal vision,dec01c60-35aa-4939-abd1-36d4951df724
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Eye/vision related issues,7065bc01-262f-48f1-a15a-7cf0dbcc6784
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Diabetes,1928469b-a981-4579-beb7-ae47b972e671
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Stroke - Sudden onset,af8e93ce-f9fc-4132-95d4-a0bbcda88a70
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Kidney diseases,ddf28da9-e96b-4452-ba2f-637da2831917
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,None,8b77f487-c885-4b54-8925-153733913b10
Anyother existing complication/Comorbidity,3558fb18-8b84-43ae-b413-bf4514e21d70,Heart-related Diseases,aba2df33-f66b-4af7-9ef2-96297b8f892f
New complications,04e5da14-4945-4008-9935-9509482fed6e,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
New complications,04e5da14-4945-4008-9935-9509482fed6e,Stroke,3df1f936-3407-4a9a-91ae-7eae9e4dc86d
New complications,04e5da14-4945-4008-9935-9509482fed6e,Kidney diseases,ddf28da9-e96b-4452-ba2f-637da2831917
New complications,04e5da14-4945-4008-9935-9509482fed6e,Eye/vision related issues,7065bc01-262f-48f1-a15a-7cf0dbcc6784
New complications,04e5da14-4945-4008-9935-9509482fed6e,None,8b77f487-c885-4b54-8925-153733913b10
New complications,04e5da14-4945-4008-9935-9509482fed6e,Heart disease,c8a0b118-3326-4948-9fb5-529f6f5d2b96
New complications,04e5da14-4945-4008-9935-9509482fed6e,Kidney diseases,ddf28da9-e96b-4452-ba2f-637da2831917
New complications,04e5da14-4945-4008-9935-9509482fed6e,Eye/vision related issues,7065bc01-262f-48f1-a15a-7cf0dbcc6784
New complications,04e5da14-4945-4008-9935-9509482fed6e,Stroke,3df1f936-3407-4a9a-91ae-7eae9e4dc86d
New complications,04e5da14-4945-4008-9935-9509482fed6e,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
New complications,04e5da14-4945-4008-9935-9509482fed6e,None,8b77f487-c885-4b54-8925-153733913b10
New complications,04e5da14-4945-4008-9935-9509482fed6e,Heart disease,c8a0b118-3326-4948-9fb5-529f6f5d2b96
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Normal vision,dec01c60-35aa-4939-abd1-36d4951df724
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,"Severe Hypertensive retinopathy,",8047534b-9e8a-414c-aece-d35face9f835
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Normal vision (Right eye),36755147-828a-4a4b-9754-7ef24037194d
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Moderate Hypertensive retinopathy,44f704d8-b0b6-454e-bd66-92c0ee1899aa
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Mild Hypertensive retinopathy,86358ab5-2f6b-4588-a73d-e6eda0c7bb41
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Abnormal vision (Right eye),8936c71f-8066-49c6-871a-ae138b4f8584
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Normal vision (Left and Right eye),aa16ec9d-909c-42a2-bbf1-95f656cc9c87
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Abnormal vision (Left eye),5d35aa77-7f3a-48b2-8466-1a8ad7731280
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Normal vision (Left eye),bb36b91b-3762-4fb5-929e-eb58717a272d
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Eye check not done,64013f13-9340-4dad-8b8a-4fcc5981c316
Eye examination,023eff5b-278a-45b2-b318-5005c38f7b89,Abnormal vision,e169f4b7-1739-4de4-952d-522167671cf7
New htn complications,11894458-68b8-4528-863d-43222cc73566,Diabetes,1928469b-a981-4579-beb7-ae47b972e671
New htn complications,11894458-68b8-4528-863d-43222cc73566,Kindney disease,2076f5a8-f701-4468-9b0d-315182dc61ba
New htn complications,11894458-68b8-4528-863d-43222cc73566,Eye/vision related issues,7065bc01-262f-48f1-a15a-7cf0dbcc6784
New htn complications,11894458-68b8-4528-863d-43222cc73566,Heart disease,c8a0b118-3326-4948-9fb5-529f6f5d2b96
New htn complications,11894458-68b8-4528-863d-43222cc73566,None,8b77f487-c885-4b54-8925-153733913b10
New htn complications,11894458-68b8-4528-863d-43222cc73566,Stroke,3df1f936-3407-4a9a-91ae-7eae9e4dc86d
New htn complications,11894458-68b8-4528-863d-43222cc73566,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Medicine status,b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Continue same medicines,63eb4339-92a9-4a11-9767-2a8e3dc76674
Medicine status,b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Change in medicine,3cfed9a0-8e3d-4092-8af9-54313a322e9a
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Enalapril,43a75fca-4064-4cf6-b214-506c3665ea89
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Atenolol,ef80c51a-f52c-4d3e-b0bf-e040e1c46643
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Paracetamol,c8c54559-53e9-4b60-a618-ccd1d6447dc2
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Amlodipin,cc3012a6-e508-4b96-98a8-a16450d5c167
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Hydrochlorothiazide (HCT),f625f768-3c05-4cd4-ab90-bb472bb249a8
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Nefedipin SR,1b833800-70e2-46de-af5e-a01272b424a8
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Spironolactone,7ad5a4ad-2f6b-48b4-a340-ba37c513bbdd
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Metoprolol SR,02153c63-f6e3-4397-a22e-d649a609ab20
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Metoprolol,767a415b-40e8-46e8-ae2e-c86c37dc9364
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Iron (Fersifol),1a86c03c-416e-4603-a0d0-2407bc837253
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Furoseide,836ac756-fdc6-4249-87b8-f24bda9daf47
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Methyldopa,023d847a-3652-4b80-9351-832d4ce64d7c
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Metoprolol SR Strength,fed50d20-3b24-421d-a902-6d8fde8da270
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Calcium,a90a1a76-c5fe-4020-924e-0e0e9f5b0f9f
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Becadex (multivitamin),74182b4d-b305-4621-b0fa-2bde06295f50
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Ramipril,a0771169-c87e-4767-89af-31ead99987b4
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Prazosin,38b7eff9-7eba-4ed5-86fd-40b4179812b9
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Nefedipin,204f2a1b-96e8-427d-86a2-b5e16fa6f8e0
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,B-complex,26d436dc-96a3-4db4-9b36-183d68094e8c
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Clonidine,f3f7131d-7da8-4bc3-a85d-9b8ad8c7b9cf
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Aspirin,d9692956-c0b9-443c-9dbc-d51e5a04973a
Medicines taken,f2d65183-3db1-4e59-9e1c-7a82efc0f092,Atorvastatin,f86acb3f-53d2-44a7-a55b-1ef91914a997
Amlodipin Strength,1fe0da8d-569f-4f94-a308-c1321c5a0c7b,2.5 mg,4c184f2c-a390-4a64-a999-95aae33078ee
Amlodipin Strength,1fe0da8d-569f-4f94-a308-c1321c5a0c7b,7.5 mg,010f90ef-b346-46fb-9f7b-63c98e5efd79
Amlodipin Strength,1fe0da8d-569f-4f94-a308-c1321c5a0c7b,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Amlodipin Strength,1fe0da8d-569f-4f94-a308-c1321c5a0c7b,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,40 mg,39efffa4-84ab-4551-9bd8-527d262ff469
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,7.5 mg,010f90ef-b346-46fb-9f7b-63c98e5efd79
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,2.5 mg,4c184f2c-a390-4a64-a999-95aae33078ee
Enalapril Strength,99653b2a-e994-4d63-afaa-10c277ee0235,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Hydrochlorothiazide (HCT) Strength,449316d4-8391-4de9-9c96-18637b9572a6,12.5 mg,bfe425b4-6bdd-49b7-b1f4-76b34cf4a94f
Hydrochlorothiazide (HCT) Strength,449316d4-8391-4de9-9c96-18637b9572a6,75 mg,534aae61-ef77-4bd0-8fd4-8d6aefd4ec5f
Hydrochlorothiazide (HCT) Strength,449316d4-8391-4de9-9c96-18637b9572a6,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Hydrochlorothiazide (HCT) Strength,449316d4-8391-4de9-9c96-18637b9572a6,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Hydrochlorothiazide (HCT) Strength,449316d4-8391-4de9-9c96-18637b9572a6,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Atenolol Strength,e3cab964-f906-4a94-8598-6dab62a19a95,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Atenolol Strength,e3cab964-f906-4a94-8598-6dab62a19a95,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Atenolol Strength,e3cab964-f906-4a94-8598-6dab62a19a95,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Atenolol Strength,e3cab964-f906-4a94-8598-6dab62a19a95,75 mg,534aae61-ef77-4bd0-8fd4-8d6aefd4ec5f
Methyldopa Strength,0914d979-72a6-49ef-a37b-0bb7df2068c0,375 mg,7f4c040b-3821-4805-81d3-40f45ff2e77d
Methyldopa Strength,0914d979-72a6-49ef-a37b-0bb7df2068c0,125 mg,75af0e15-71d0-4bca-a84c-a6360e560acb
Methyldopa Strength,0914d979-72a6-49ef-a37b-0bb7df2068c0,250 mg,a8194f24-bbfd-4af2-b8e0-323b0fa37b12
Methyldopa Strength,0914d979-72a6-49ef-a37b-0bb7df2068c0,500 mg,814dd7c5-9945-4be1-84a0-14f6577698c6
Nefedipin Strength,55c272e7-5d2b-4cf2-ab96-d9c4de76a6b0,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Nefedipin Strength,55c272e7-5d2b-4cf2-ab96-d9c4de76a6b0,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Nefedipin SR Strength,a3d5391e-e199-4121-8d42-6ff14f50a299,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Nefedipin SR Strength,a3d5391e-e199-4121-8d42-6ff14f50a299,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,175 mg,ff8db129-41d5-4868-8748-7b81bc3c9f1c
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,125 mg,75af0e15-71d0-4bca-a84c-a6360e560acb
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,200 mg,42521250-beb8-4407-8a54-591736c499e7
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,150 mg,7ed903d7-4766-46e4-ae90-3cc00683ee53
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,75 mg,534aae61-ef77-4bd0-8fd4-8d6aefd4ec5f
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,70 mg,ba980bb4-b0ae-4904-8f0f-6c590816d234
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,40 mg,39efffa4-84ab-4551-9bd8-527d262ff469
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,30 mg,aa2d5545-c37c-409f-93a0-98f39b1fed6c
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,60 mg,95c823e7-27e0-454e-8e51-fc5362c573bd
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,80 mg,d4e7f96f-ad03-4a39-85da-92ccd8baaab0
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Ramipril Strength,973c7298-b68d-4459-8ada-c8f91a7c7bb8,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Ramipril Strength,973c7298-b68d-4459-8ada-c8f91a7c7bb8,1.25 mg,73f180b9-f3af-433d-a949-f9da101922e0
Ramipril Strength,973c7298-b68d-4459-8ada-c8f91a7c7bb8,2.5 mg,4c184f2c-a390-4a64-a999-95aae33078ee
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,400 mg,a437d78f-e5f3-4b96-9ed4-8b2b7e5a5a74
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,300 mg,f278101f-69f6-4c34-aca1-52b7af0daecd
Metoprolol Strength,89ce82a0-3c5b-4a1d-a47e-f83e1db12775,200 mg,42521250-beb8-4407-8a54-591736c499e7
Metoprolol SR Strength,fed50d20-3b24-421d-a902-6d8fde8da270,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Metoprolol SR Strength,fed50d20-3b24-421d-a902-6d8fde8da270,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Clonidine Strength,af3ac496-6398-41fb-b61a-9074bdc752c6,300 mcg,ce4d359a-1df0-4427-adbf-95cb79536207
Clonidine Strength,af3ac496-6398-41fb-b61a-9074bdc752c6,100 mcg,ba1cc812-a2c2-405d-9b10-79506187ea3f
Clonidine Strength,af3ac496-6398-41fb-b61a-9074bdc752c6,150 mcg,1f4668bc-51bd-4a85-9226-30537320be30
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,1.5 mg,73be7a69-61bf-47c1-8f07-5ae9640bacec
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,1 mg,0e54e7b0-5fd1-4c54-877f-0df349011e09
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,2.5 mg,4c184f2c-a390-4a64-a999-95aae33078ee
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,2 mg,1515f6a8-3a5d-451f-8dc1-63d5ad42c0e5
Prazosin Strength,94513b3b-b4e2-4f9c-9354-6399b6fd657c,0.5 mg,f8f14021-6c09-45ac-b1d9-b4412fd741a9
B-complex Strength,a5ed1d52-4b5a-4c79-974b-0adf2bf9ccb5,1,89c74357-1f8f-40bf-b090-e34a991cf49a
Becadex (multivitamin) Strength,6e96f709-dc8e-4e10-a79f-e908a790d719,1,89c74357-1f8f-40bf-b090-e34a991cf49a
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,60 mg,95c823e7-27e0-454e-8e51-fc5362c573bd
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,150 mg,7ed903d7-4766-46e4-ae90-3cc00683ee53
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,200 mg,42521250-beb8-4407-8a54-591736c499e7
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,160 mg,b2279a5c-4a97-4348-bca8-3a040c1d185a
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,360 mg,46360e77-0cae-4b03-aa2a-5390ecb56f0d
Iron (Fersifol) Strength,524abcfb-d2b0-46e4-9c18-c5c380adb862,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Paracetamol Strength,6b3c1744-f643-499d-8581-8b0b4a4017bd,1000 mg,f52b5de1-63a5-4665-9fa2-be0ff018122a
Paracetamol Strength,6b3c1744-f643-499d-8581-8b0b4a4017bd,250 mg,a8194f24-bbfd-4af2-b8e0-323b0fa37b12
Paracetamol Strength,6b3c1744-f643-499d-8581-8b0b4a4017bd,500 mg,814dd7c5-9945-4be1-84a0-14f6577698c6
Furosemide Strength,feec4205-8f1e-4b8e-929f-f8c0664e34d4,60 mg,95c823e7-27e0-454e-8e51-fc5362c573bd
Furosemide Strength,feec4205-8f1e-4b8e-929f-f8c0664e34d4,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Furosemide Strength,feec4205-8f1e-4b8e-929f-f8c0664e34d4,40 mg,39efffa4-84ab-4551-9bd8-527d262ff469
Furosemide Strength,feec4205-8f1e-4b8e-929f-f8c0664e34d4,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Furosemide Strength,feec4205-8f1e-4b8e-929f-f8c0664e34d4,80 mg,d4e7f96f-ad03-4a39-85da-92ccd8baaab0
Spironolactone Strength,43ee5933-ba92-4a53-8d51-95423a293302,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Spironolactone Strength,43ee5933-ba92-4a53-8d51-95423a293302,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Spironolactone Strength,43ee5933-ba92-4a53-8d51-95423a293302,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Spironolactone Strength,43ee5933-ba92-4a53-8d51-95423a293302,75 mg,534aae61-ef77-4bd0-8fd4-8d6aefd4ec5f
Calcium Strength,d6e1be9d-0937-4708-869f-19c816c11d7c,500 mg,814dd7c5-9945-4be1-84a0-14f6577698c6
Calcium Strength,d6e1be9d-0937-4708-869f-19c816c11d7c,1000 mg,f52b5de1-63a5-4665-9fa2-be0ff018122a
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,75 mg,534aae61-ef77-4bd0-8fd4-8d6aefd4ec5f
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,175 mg,ff8db129-41d5-4868-8748-7b81bc3c9f1c
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,200 mg,42521250-beb8-4407-8a54-591736c499e7
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,25 mg,beadf3cf-f434-4015-9ad2-c84d438f6d90
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,150 mg,7ed903d7-4766-46e4-ae90-3cc00683ee53
Aspirin Strength,e1fa78a9-5fea-4cda-858f-eda71d72e523,125 mg,75af0e15-71d0-4bca-a84c-a6360e560acb
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,40 mg,39efffa4-84ab-4551-9bd8-527d262ff469
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,50 mg,d2cc3b6c-bbde-4840-9ef9-bf76fe1f7fd0
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,60 mg,95c823e7-27e0-454e-8e51-fc5362c573bd
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,80 mg,d4e7f96f-ad03-4a39-85da-92ccd8baaab0
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,30 mg,aa2d5545-c37c-409f-93a0-98f39b1fed6c
Atorvastatin Strength,a38c0c25-8525-49fe-b1aa-0550f3feaee6,70 mg,ba980bb4-b0ae-4904-8f0f-6c590816d234
Initial counselling done,ce040acc-8cb2-4d31-990d-ffc52d90949c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Initial counselling done,ce040acc-8cb2-4d31-990d-ffc52d90949c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Hypertension Enrolment Counselling Points,7a5cbb66-f047-4a8a-b5e9-a40368e588af,Counselling point,38e42408-3f81-4e26-87dd-563a9718a6f8
Counselling Done,fa031cca-7264-420a-b657-0d3d5fc58a9c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Counselling Done,fa031cca-7264-420a-b657-0d3d5fc58a9c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Patient requires referral,2f331b4a-4a15-4b97-96ba-689c69000046,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Patient requires referral,2f331b4a-4a15-4b97-96ba-689c69000046,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,JSS Mobile clinic,af7205fb-a2c5-45cd-8738-5baec4c02c98
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Medical college,3ab10f93-7267-4469-b81d-1f3d6c6bdc99
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,JSS subcenter,b704eaf7-3cfb-4016-a884-456e1f0b7e62
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Ganiyari Hospital,e9a08867-baca-43ea-85ac-34c06811190b
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,PHC,43449534-1e2b-45de-8a5d-d99d13f3321f
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Community Health Centre,9699d4fd-a67f-4f45-8d3c-df491f27db60
Place of referral for NCD,75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,District Hospital,602e1362-0c44-49d8-ac94-42a741c6273b
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Sub Center,31a0f7f1-7b23-4436-ae0a-0a982c11077c
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,SHW,7ac0d9a2-ff82-41e6-9f38-134904d476f9
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Ganiyari,41f067f3-48a0-4f95-aee5-dcee95a8b9de
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,District Hospital,602e1362-0c44-49d8-ac94-42a741c6273b
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Medical college,3ab10f93-7267-4469-b81d-1f3d6c6bdc99
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,VHW,355143bf-b812-4ec8-93e6-6795fe4f7dc9
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Community Health Centre,9699d4fd-a67f-4f45-8d3c-df491f27db60
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Annual check,d8e670a1-55e2-4ea0-9a8e-73f1034fb947
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Lab and other investigation work up,f02354c0-780a-4996-bb37-9cfbaa0fe931
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Consultation with specialist,da91746d-cc9b-4112-801f-ec3fec719886
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Consultation with specialist at referral centre,f1ecf77c-122f-4462-8bc8-812013c80fa3
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Admission,397c8d3a-9711-4750-88cf-f709b54f8da8
