Form Name,Form UUID,Form Type,Concept Set (Section),Concept Set UUID,Concept Name,Concept UUID,Datatype,Class,Hierarchy Path
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Blood Transfusion, Whole Blood",ad36ecc9-2973-49db-a912-acdd68e07d7c,"Blood Transfusion, whole blood units transfused",7ec7d7e4-4209-4814-a6c0-5137ebd200fb,Numeric,Misc,"All Observation Templates > Blood Transfusion Template > Blood Transfusion, Whole Blood"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Breast Cancer Followup Template,5e63131a-83de-48a4-89f9-e6e11430f1d2,"Breast Cancer, Treatment",7f0b5182-a48b-49b1-b3f2-f5e8975da494,Coded,Misc,All Observation Templates > Breast Cancer Followup Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Breast Cancer Intake Template,658bec2f-ba79-4a8d-919a-a7d209577177,"Cancer, Family History",5394c157-7a26-4158-8392-436794ab0a97,Coded,Misc,All Observation Templates > Breast Cancer Intake Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Breast Cancer Intake Template,658bec2f-ba79-4a8d-919a-a7d209577177,"If Present,details",1a3d860f-8a5f-421b-856a-fe222f636568,Text,Misc,All Observation Templates > Breast Cancer Intake Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Breast Examination Details",31b5f1cd-f0a2-4277-9527-81722afd45ca,"Breast Cancer, Breast Mobility",63552fb2-831d-40b9-9e7b-28e26034406f,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Breast Examination Details"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Breast Examination Details",31b5f1cd-f0a2-4277-9527-81722afd45ca,"Breast Cancer, Breast Side",97ea04a1-e688-4115-aab7-d339c8849af5,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Breast Examination Details"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Breast Examination Details",31b5f1cd-f0a2-4277-9527-81722afd45ca,"Breast Cancer, Breast Site",f266e7ba-0fab-4bc7-9df3-6f74e2ff8459,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Breast Examination Details"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Breast Examination Details",31b5f1cd-f0a2-4277-9527-81722afd45ca,"Breast Cancer, Breast Size",c90a4967-c17c-4957-8140-5ed2400fcfa6,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Breast Examination Details"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Breast Examination Details",31b5f1cd-f0a2-4277-9527-81722afd45ca,"Breast Cancer, Skin Involvement",0cd4957a-e7ba-4d67-a5eb-5b0298ccb194,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Breast Examination Details"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Chemotherapy",3fd5cb25-a8ea-4c22-85fb-76f04f7f471a,"Breast Cancer, Chemotherapy Cycle number",20084958-f61f-4ad0-ab1d-96a3ed688cbc,Numeric,Misc,"All Observation Templates > Breast Cancer Followup Template > Breast Cancer, Chemotherapy"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Chemotherapy",3fd5cb25-a8ea-4c22-85fb-76f04f7f471a,"Breast Cancer, Planned changes to standard regimen",f1bb756e-63de-4e68-8aaf-869f011366ff,Text,Misc,"All Observation Templates > Breast Cancer Followup Template > Breast Cancer, Chemotherapy"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Chemotherapy",3fd5cb25-a8ea-4c22-85fb-76f04f7f471a,"Breast Cancer, Regimen Timing",01740be6-1479-4f97-af00-a75f1bb80d6e,Coded,Misc,"All Observation Templates > Breast Cancer Followup Template > Breast Cancer, Chemotherapy"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Chemotherapy",3fd5cb25-a8ea-4c22-85fb-76f04f7f471a,"Breast Cancer, Regimen Type",ddd9eecb-7296-4d68-b783-ff549ed18a45,Coded,Misc,"All Observation Templates > Breast Cancer Followup Template > Breast Cancer, Chemotherapy"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Confirmed Disease Stage",463285d8-63d0-405f-86db-639f67942a13,"Breast Cancer, Clinical Stage",670f3a0c-fc0c-4103-add8-98632f453ed5,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Disease Stage"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Confirmed Disease Stage",463285d8-63d0-405f-86db-639f67942a13,"Breast Cancer, Treatment Group",aeb979a9-8b43-4d5d-a694-dda42bfadf12,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Disease Stage"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Imaging Studies",2ac5fb3b-5a85-4e44-9483-0bb09f596909,"Breast Cancer, Imaging Assessment & Findings",6dc49cb8-9e79-4ed9-b801-0bb49a964d89,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Imaging Studies"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Imaging Studies",2ac5fb3b-5a85-4e44-9483-0bb09f596909,"Breast Cancer, Imaging Type",27eb4700-b818-47ed-8443-530fe848c804,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Imaging Studies"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Imaging Studies",2ac5fb3b-5a85-4e44-9483-0bb09f596909,"Breast Cancer, Other Imaging Study Date",13888c11-c295-441a-865e-af97f6e05ebc,Date,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Imaging Studies"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Lymph Nodes",63d3e420-0058-4f03-aaaa-08589c667a2e,"Breast Cancer, Axillary",f2e60be3-448f-4d98-b5f3-e479ad5e872d,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Lymph Nodes"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Lymph Nodes",63d3e420-0058-4f03-aaaa-08589c667a2e,"Breast Cancer, Infra Clavicular",93f35ec3-6392-4adb-b809-badcdbc41be5,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Lymph Nodes"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Lymph Nodes",63d3e420-0058-4f03-aaaa-08589c667a2e,"Breast Cancer, Lymph Nodes Side",051bde7e-b289-41f2-8450-bafe540b03ea,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Lymph Nodes"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Lymph Nodes",63d3e420-0058-4f03-aaaa-08589c667a2e,"Breast Cancer, Supra Clavicular",610ed496-51a4-4b0a-81de-b8488766cb5c,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Diagnosis Details > Breast Cancer, Lymph Nodes"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Pathology",88b3c131-0a33-4ab4-ac41-a85295211e62,"Breast Cancer, Pathologic Diagnosis",8c531c4c-2bf1-4de8-94be-b73892ef7550,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Pathology"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Pathology",88b3c131-0a33-4ab4-ac41-a85295211e62,"Breast Cancer, Pathology Report Date",01c62752-5e97-46ac-a41a-337326c2cf99,Date,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Pathology"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Receptor Status",43da1966-5555-42c3-9be8-4b45e082afc4,ER/PR,13ca383f-a5da-4035-ad0d-afee26af5059,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Receptor Status"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Receptor Status",43da1966-5555-42c3-9be8-4b45e082afc4,Her2New,48d5bf45-b976-4cc8-9d57-e4422151ea7c,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Receptor Status"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Surgery",d0a80406-82d8-4396-94d2-ce7847685560,"Breast Cancer, Surgery Type",d08b9c03-a11c-4e88-9401-60f699c4ad09,Coded,Misc,"All Observation Templates > Breast Cancer Followup Template > Breast Cancer, Surgery"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, TNM Pathologic Staging",5a63e348-caee-4e46-b9db-cf37fb90498f,"Breast Cancer, Lymph Node Stage",7e77edcc-c837-4ff5-97d4-1b87d6157ef7,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Disease Stage > Breast Cancer, TNM Pathologic Staging"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, TNM Pathologic Staging",5a63e348-caee-4e46-b9db-cf37fb90498f,"Breast Cancer, Metastatic Stage",1f934828-299e-47fe-9342-b44ebf9c5a86,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Disease Stage > Breast Cancer, TNM Pathologic Staging"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, TNM Pathologic Staging",5a63e348-caee-4e46-b9db-cf37fb90498f,"Breast Cancer, Tumor Stage",8673600b-3277-4246-a6cc-e859db4a9171,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Confirmed Disease Stage > Breast Cancer, TNM Pathologic Staging"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Treatment Plan",99b8d2a4-8a1e-44b7-829d-530b525ece36,"Breast Cancer, Treatment Intent",09ab7b19-b039-4368-a5ce-ca689fd0ba3f,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Treatment Plan"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer, Treatment Plan",99b8d2a4-8a1e-44b7-829d-530b525ece36,"Breast Cancer, Treatment Plan, Plan Summary",2400d1fc-1b2c-4390-9dcc-95c1a92b1c06,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer, Treatment Plan"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,"Cance, Surgery",e51655f7-988e-403f-b630-f75bbbaac8a1,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,"Cancer, Compliance",a1d55e06-888c-4756-bed0-34637db15162,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,"Cancer, Follow up",48dd2a87-1353-4be7-a35a-3d09d3620ebd,Text,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,"Cancer, Regimen Type",4ab79d3d-4d52-4d9e-84d7-c32c953abdd7,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,Date of Diagnosed,905576e0-213c-433d-9b2f-ce54b15ba049,Date,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,Final Outcome,d9248c1a-100d-4e98-8930-e2b8a004f03c,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Cancer,Treatment Received By Old Patient",e1e3ac2e-a74d-46a7-893d-f42d48769661,Radiotherapy,d2344819-b4f1-4bb6-a80d-bf22deaaea73,Coded,Misc,"All Observation Templates > Breast Cancer Intake Template > Breast Cancer,Treatment Received By Old Patient"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Any Addictions,2ed1c8c5-6984-4c3d-8c05-44ec05be4df8,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Any Addictions, If Yes Which",20698e74-c6ed-4456-88fd-30b04c49be40,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Approach any health care facility, If No, Why",99d6295c-2a66-4a45-83a9-486f9ad3edf6,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Approach any health care facility",3a19147c-f1af-4035-9b0b-982cd10eba9c,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, BMI",c2c5d9db-9dd3-4e99-b85b-c7cf1b3ac348,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Comorbidities (If any)",400941f7-3851-4395-b570-ac6fa6168269,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Height",176e6b25-36cc-4552-abb4-b32bab750943,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Marital status",1586f183-dae6-412b-9335-85837306da29,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Mode of transport",31eaa237-6dd2-4ea2-9edc-04578eeb8ace,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Physically disabled",806f26ef-a162-4ba0-916c-0532a9311e90,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Breast Pathology, Weight",b7ca57a6-ff5c-46ba-98cd-87b917bc7f54,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Exposure to radiations,45d56375-81ef-412e-a830-e93bd5f3ab24,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Exposure to radiations, If Yes, Which",b40d044f-97ec-48eb-890c-10884e4a65db,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Marital status, If yes, Since",75d0cbeb-f66d-4617-bae8-06c0bd05bb96,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Past history of Drug/Hormonal intake,e486330c-415f-406e-920e-45d8063f54dc,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Past history of Drug/Hormonal intake, If Yes, Which",0f42d5d5-ecc6-411b-918f-36efef73baa4,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Past history of any cancer,323e2e5d-aa33-44e1-9006-6150ae307202,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Past history of any cancer, If yes, Which",a5592ddb-acb2-4f3d-ba78-150c79d3989a,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Past history of surgery (if any),6321a6e1-1fc7-4158-83ef-9271963ddd0e,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,"Past history of surgery (if any), If Yes, Which",c168c500-23f1-4630-bc54-111b3e7c6547,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Residence,cb2d7ea4-f847-4a98-92e0-7ad3b3e6b7e3,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, General",73729d47-806a-440d-bcb9-908e558092c2,Time taken to reach JSS,96a3769d-94a6-48b0-8198-0a7660b7e2a1,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, General"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Menstrual History",a392d20b-fd29-4789-b518-b78fe8406a57,Age at menarche,1f750933-5268-4dcf-8292-9ef211ea2547,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Menstrual History"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Menstrual History",a392d20b-fd29-4789-b518-b78fe8406a57,"Breast Pathology, Cycles",818da2d0-72ad-4968-a2ca-f275cb5215a5,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Menstrual History"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Menstrual History",a392d20b-fd29-4789-b518-b78fe8406a57,Menopause attained,3afc11a9-f52a-4915-a0cf-674b05589498,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Menstrual History"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Menstrual History",a392d20b-fd29-4789-b518-b78fe8406a57,"Menopause attained, If Yes at years",2f112425-ed79-46c2-8f11-cb3634018363,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Menstrual History"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Any Others",3c21e4f6-4ed9-4431-9235-2a572f148102,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Dimpling",0a84f1bc-6220-4116-8b32-3d5a21074a09,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Discharge",eff3fe06-a140-4760-8fb9-00e0427f4375,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Inverted nipple",ffbe61f2-a960-4659-9d7e-dc2b6fbf92c5,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Puckering",0393b891-38a7-4e6c-90c7-994a82565bea,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Breast Pathology, Present complaints, Ulcer",be8e8329-5117-4317-8248-9d340fe672a8,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Dimpling, If Yes Since",cc68f723-1de8-4c32-a2f8-48d63499af3d,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Discharge, If yes, Since",face50b7-0204-4445-be7f-3cc1e67aa409,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Discharge, If yes, What ?",17ffa53e-3f29-434f-af97-4f46eb49be08,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Inverted nipple, If Yes, Since",38dc986b-b484-45b8-853a-59ede0f954f0,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Puckering, If Yes, Since",c1ca4cda-ba0f-44f6-bd79-386c68625e4f,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Ulcer, If Yes, Since",270d56f9-e946-425a-bcf7-52b004b09943,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints",ef102506-0136-4be1-a617-2a0f66532d23,"Present complaints, Ulcer, If Yes, Size",e4fc2548-f81b-49b4-a1bd-8feb97f73ce5,Numeric,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints, Lump",06212670-ae04-407d-8da1-220a88dbb549,"Breast Pathology, Present complaints, Lump, Since",375806e3-f39e-49e2-902d-3453985a0e48,Text,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints > Breast Pathology, Present complaints, Lump"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints, Lump",06212670-ae04-407d-8da1-220a88dbb549,"Lump, Consistency",8ba53ece-ea58-44f7-ad57-163c469a3edd,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints > Breast Pathology, Present complaints, Lump"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Breast Pathology, Present complaints, Lump",06212670-ae04-407d-8da1-220a88dbb549,"Lump, Number",eca9b146-abda-4ae1-92af-635dcf7a220c,Coded,Misc,"All Observation Templates > Patient Assessment form Breast Pathology Template > Breast Pathology, Present complaints > Breast Pathology, Present complaints, Lump"
