uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,synonym.1,answer.1,answer.2,answer.3,answer.4,reference-term-source,reference-term-code,reference-term-relationship
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
0da77abb-d8ab-4aa1-9b4d-34ec2e81d14a,Spironolactone tablet for how times per day,,Misc,Spironolactone tablet for how times per day,Numeric,,,,,,,,,,,
b3ae0b19-a4b1-4a80-aba4-510bef92fc6b,Spironolactone tablet for how many days,,Misc,Spironolactone tablet for how many days,Numeric,,,,,,,,,,,
d6e1be9d-0937-4708-869f-19c816c11d7c,Calcium Strength,,Misc,Calcium Strength,Coded,,,,,,,,,,,
d6e1be9d-0937-4708-869f-19c816c11d7c,Calcium Strength,,Misc,Calcium Strength,Coded,,,,,,,,,,,
d38544e2-77f3-4f83-ac43-db76e38593b6,Calcium tablet for how times per day,,Misc,Calcium tablet for how times per day,Numeric,,,,,,,,,,,
95ca8c1b-c012-428b-83d8-c9a210e19d57,Calcium tablet for how many days,,Misc,Calcium tablet for how many days,Numeric,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
38489a0c-288a-48e5-b11b-f37dacb2ab2a,Aspirin tablet is for how many times per day?,,Misc,Aspirin tablet is for how many times per day?,Numeric,,,,,,,,,,,
f5f9be92-48af-48e7-864b-0fba6ddebcbd,Aspirin tablet is for how may days?,,Misc,Aspirin tablet is for how may days?,Numeric,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
dc0c8fed-5bad-43f4-af27-5c141850b169,Atorvastatin tablet is for how many times per day?,,Misc,Atorvastatin tablet is for how many times per day?,Numeric,,,,,,,,,,,
f7c32b97-8223-46ad-806e-670b5841b7bc,Atorvastatin tablet for how many days?,,Misc,Atorvastatin tablet for how many days?,Numeric,,,,,,,,,,,
7a5cbb66-f047-4a8a-b5e9-a40368e588af,Hypertension Enrolment Counselling Points,,Misc,Hypertension Enrolment Counselling Points,Coded,,,,,,,,,,,
ce040acc-8cb2-4d31-990d-ffc52d90949c,Initial counselling done,,Misc,Initial counselling done,Coded,,,,,,,,,,,
ce040acc-8cb2-4d31-990d-ffc52d90949c,Initial counselling done,,Misc,Initial counselling done,Coded,,,,,,,,,,,
7a1d6893-f96b-4647-b274-bb78fd369185,Date of next visit,,Misc,Date of next visit,Date,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Place of follow up,,Misc,Place of follow up,Coded,,,,,,,,,,,
23bcad9f-ec16-46ec-92f5-e144411e5dec,Height,,Misc,Height,Numeric,,,,,,,,,,,
8d947379-7a1d-48b2-8760-88fff6add987,Weight,,Misc,Weight,Numeric,,,,,,,,,,,
a205563d-0ac2-4955-93ac-e2e7adebb56e,BMI,,Misc,BMI,Numeric,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
fc01f8b8-0c05-4bea-b740-c55571353272,Addiction,,Misc,Addiction,Coded,,,,,,,,,,,
6874d48e-8c2f-4009-992c-1d3ca1678cc6,Blood Pressure (systolic),,Misc,Blood Pressure (systolic),Numeric,,,,,,,,,,,
da871f6c-cef0-4191-b307-6751b31ac9ec,Blood Pressure (Diastolic),,Misc,Blood Pressure (Diastolic),Numeric,,,,,,,,,,,
f6687886-13fc-466e-bdab-07bfd0c8a2b6,Type of patient,,Misc,Type of patient,Coded,,,,,,,,,,,
f6687886-13fc-466e-bdab-07bfd0c8a2b6,Type of patient,,Misc,Type of patient,Coded,,,,,,,,,,,
e4721a46-8949-4268-bb29-8cf8a91b7599,Doing well?,,Misc,Doing well?,Coded,,,,,,,,,,,
e4721a46-8949-4268-bb29-8cf8a91b7599,Doing well?,,Misc,Doing well?,Coded,,,,,,,,,,,
65baad37-b8cb-4b43-9968-3a901699d002,Has new complaint,,Misc,Has new complaint,Coded,,,,,,,,,,,
65baad37-b8cb-4b43-9968-3a901699d002,Has new complaint,,Misc,Has new complaint,Coded,,,,,,,,,,,
dbdf58f8-cdb0-44ab-822f-dca48a9807ad,New complaint/s,,Misc,New complaint/s,Text,,,,,,,,,,,
785c085a-c119-4d8a-b9a0-9cfe98ddace6,No. of days medicine taken in previous month,,Misc,No. of days medicine taken in previous month,Numeric,,,,,,,,,,,
e9fbe1ff-27b7-4c46-b242-69068ed3648f,Compliance with previous month,,Misc,Compliance with previous month,Text,,,,,,,,,,,
122dc41e-4de9-47fd-8342-beb572cc1ab1,Taking medicine correctly?,,Misc,Taking medicine correctly?,Coded,,,,,,,,,,,
122dc41e-4de9-47fd-8342-beb572cc1ab1,Taking medicine correctly?,,Misc,Taking medicine correctly?,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Reasons for not taking medicines,,Misc,Reasons for not taking medicines,Coded,,,,,,,,,,,
0e0496f1-86d4-4cb8-9e87-ba2a1e60174b,Specify other reason for not taking medicines,,Misc,Specify other reason for not taking medicines,Text,,,,,,,,,,,
6b662df4-c8c9-483f-b46c-e89f98f8766f,Having any side effects of drug,,Misc,Having any side effects of drug,Coded,,,,,,,,,,,
6b662df4-c8c9-483f-b46c-e89f98f8766f,Having any side effects of drug,,Misc,Having any side effects of drug,Coded,,,,,,,,,,,
cf66bd9d-1a74-47b6-8af8-cbaed18a03b7,Other side effects of drugs,,Misc,Other side effects of drugs,Text,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
7826f811-aaf7-4bf7-a9d9-26ae3b19f599,Any side effect of drugs,,Misc,Any side effect of drugs,Coded,,,,,,,,,,,
a0ea87f2-eb3c-4f24-9212-557c492730aa,Other side effect of drug,,Misc,Other side effect of drug,Text,,,,,,,,,,,
4ba160bc-9752-4ed2-9dcd-351269ec8231,Are you taking medicines correctly?,,Misc,Are you taking medicines correctly?,Coded,,,,,,,,,,,
4ba160bc-9752-4ed2-9dcd-351269ec8231,Are you taking medicines correctly?,,Misc,Are you taking medicines correctly?,Coded,,,,,,,,,,,
d86a7171-0afe-4292-84ef-b264ffeba632,What is the problem for not taking medicines correctly,,Misc,What is the problem for not taking medicines correctly,Coded,,,,,,,,,,,
d86a7171-0afe-4292-84ef-b264ffeba632,What is the problem for not taking medicines correctly,,Misc,What is the problem for not taking medicines correctly,Coded,,,,,,,,,,,
d86a7171-0afe-4292-84ef-b264ffeba632,What is the problem for not taking medicines correctly,,Misc,What is the problem for not taking medicines correctly,Coded,,,,,,,,,,,
d86a7171-0afe-4292-84ef-b264ffeba632,What is the problem for not taking medicines correctly,,Misc,What is the problem for not taking medicines correctly,Coded,,,,,,,,,,,
f3995f52-bd72-48ec-9e35-052a9b9c52ce,Specify other problem for not taking medicines correctly,,Misc,Specify other problem for not taking medicines correctly,Text,,,,,,,,,,,
bde70216-9d70-4662-a514-edbbc32255af,Patient treatment status (voided~69897),,Misc,Patient treatment status (voided~69897),Text,,,,,,,,,,,
39bac4c9-d312-490d-8e1c-2c42da978fea,Patient Treatment Status,,Misc,Patient Treatment Status,Text,,,,,,,,,,,
77a5d630-7c66-4880-94f0-b552b4e8a7d7,Patients treatment status,,Misc,Patients treatment status,Coded,,,,,,,,,,,
77a5d630-7c66-4880-94f0-b552b4e8a7d7,Patients treatment status,,Misc,Patients treatment status,Coded,,,,,,,,,,,
77a5d630-7c66-4880-94f0-b552b4e8a7d7,Patients treatment status,,Misc,Patients treatment status,Coded,,,,,,,,,,,
77a5d630-7c66-4880-94f0-b552b4e8a7d7,Patients treatment status,,Misc,Patients treatment status,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Tobacco/Alcohol intake of previous month,,Misc,Tobacco/Alcohol intake of previous month,Coded,,,,,,,,,,,
cb549d98-5890-4182-a930-70939b0c0e33,Date of diagnosis,,Misc,Date of diagnosis,Date,,,,,,,,,,,
c796dcb6-99e3-4210-a5e4-c432bc472d45,Hypertension first diagnosed on,,Misc,Hypertension first diagnosed on,Date,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
1e3456c4-3f34-420e-971d-474354746f95,Specify complications,,Misc,Specify complications,Text,,,,,,,,,,,
69f2a455-3bcf-460c-af0c-98036dbd47d9,"Face, limbs, speech",,Misc,"Face, limbs, speech",Coded,,,,,,,,,,,
69f2a455-3bcf-460c-af0c-98036dbd47d9,"Face, limbs, speech",,Misc,"Face, limbs, speech",Coded,,,,,,,,,,,
69f2a455-3bcf-460c-af0c-98036dbd47d9,"Face, limbs, speech",,Misc,"Face, limbs, speech",Coded,,,,,,,,,,,
69f2a455-3bcf-460c-af0c-98036dbd47d9,"Face, limbs, speech",,Misc,"Face, limbs, speech",Coded,,,,,,,,,,,
69f2a455-3bcf-460c-af0c-98036dbd47d9,"Face, limbs, speech",,Misc,"Face, limbs, speech",Coded,,,,,,,,,,,
8073a217-ebda-49b8-8477-eb851264f4cc,Type of stroke,,Misc,Type of stroke,Coded,,,,,,,,,,,
8073a217-ebda-49b8-8477-eb851264f4cc,Type of stroke,,Misc,Type of stroke,Coded,,,,,,,,,,,
8073a217-ebda-49b8-8477-eb851264f4cc,Type of stroke,,Misc,Type of stroke,Coded,,,,,,,,,,,
8073a217-ebda-49b8-8477-eb851264f4cc,Type of stroke,,Misc,Type of stroke,Coded,,,,,,,,,,,
8073a217-ebda-49b8-8477-eb851264f4cc,Type of stroke,,Misc,Type of stroke,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
0ec7b8bc-1acd-4fef-b0e9-298a8d8ec1a6,ECG Upload,,Misc,ECG Upload,Image,,,,,,,,,,,
0ec7b8bc-1acd-4fef-b0e9-298a8d8ec1a6,ECG Upload,,Misc,ECG Upload,Image,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
4493df25-b623-4c00-a5de-69fc2258f262,HTN heart condition,,Misc,HTN heart condition,Coded,,,,,,,,,,,
b6114ce6-41a5-44a6-9f05-e42db0ab682b,other heart condition,,Misc,other heart condition,Text,,,,,,,,,,,
27623c1c-04bc-4ca7-b05c-3fae3f38338b,Specify abnormal ECG findings,,Misc,Specify abnormal ECG findings,Text,,,,,,,,,,,
be7b1b25-d89a-4898-b375-8427df76c7b7,Ausculting heart sounds,,Misc,Ausculting heart sounds,Coded,,,,,,,,,,,
be7b1b25-d89a-4898-b375-8427df76c7b7,Ausculting heart sounds,,Misc,Ausculting heart sounds,Coded,,,,,,,,,,,
be7b1b25-d89a-4898-b375-8427df76c7b7,Ausculting heart sounds,,Misc,Ausculting heart sounds,Coded,,,,,,,,,,,
14351fb8-f946-4557-b846-a486b459b9f6,Right eye examination,,Misc,Right eye examination,Coded,,,,,,,,,,,
14351fb8-f946-4557-b846-a486b459b9f6,Right eye examination,,Misc,Right eye examination,Coded,,,,,,,,,,,
ac6e0e0b-d71f-4a3a-9fbb-719085e49944,ECG changes,,Misc,ECG changes,Text,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
3558fb18-8b84-43ae-b413-bf4514e21d70,Anyother existing complication/Comorbidity,,Misc,Anyother existing complication/Comorbidity,Coded,,,,,,,,,,,
1e3456c4-3f34-420e-971d-474354746f95,Specify complications,,Misc,Specify complications,Text,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
07583d40-cd56-4bfc-b595-f3426fcafa13,other complication,,Misc,other complication,Text,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
04e5da14-4945-4008-9935-9509482fed6e,New complications,,Misc,New complications,Coded,,,,,,,,,,,
ed8f9eb9-18ab-4557-b1b8-9285d606218e,other complecation,,Misc,other complecation,Text,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
023eff5b-278a-45b2-b318-5005c38f7b89,Eye examination,,Misc,Eye examination,Coded,,,,,,,,,,,
9d969bfb-d52e-409c-864f-76ead1c977f9,Creatinin,,Misc,Creatinin,Numeric,,,,,,,,,,,
6926107f-5793-4ef8-98e1-4a3cc1e2725f,RBS,,Misc,RBS,Numeric,,,,,,,,,,,
eb771b86-8c5b-461f-a9f4-4a4815ebeeb3,FBS,,Misc,FBS,Numeric,,,,,,,,,,,
04806ab3-426b-4909-b2c0-65b590f8250c,PP2BS,,Misc,PP2BS,Numeric,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
11894458-68b8-4528-863d-43222cc73566,New htn complications,,Misc,New htn complications,Coded,,,,,,,,,,,
629ae5db-a6bb-45a6-bd8a-383fe209af95,Other complications,,Misc,Other complications,Text,,,,,,,,,,,
b2a608b8-f6dd-4b77-b60b-a6a08cdde9b7,Any new Complications,,Misc,Any new Complications,Text,,,,,,,,,,,
